Restaurant;Location;Cuisines;Average_Cost;Minimum_Order;Rating;Votes;Reviews;Delivery_Time
ID_826;Mico Layout, Stage 2, BTM Layout,Bangalore;Chinese, Sushi, Asian, Thai;650;50;4.4;925;589;30 minutes
ID_7754;Rmz Centennial, I Gate, Whitefield;South Indian, North Indian, Chinese;150;50;3.3;24;8;30 minutes
ID_1429;Babarpur, New Delhi, Delhi;North Indian, Rolls, Lebanese;250;50;3.4;40;7;45 minutes
ID_342;MG Road, Pune;South Indian;100;50;3.6;33;8;30 minutes
ID_7497;MG Road, Pune;Maharashtrian;100;0;3.3;12;1;30 minutes
ID_7057;Sandhurst Road, Mumbai CST Area;North Indian, Chinese;300;0;3.6;102;48;45 minutes
ID_5097;Dockyard Road, Mumbai CST Area;Chinese, North Indian;150;50;3.7;53;18;30 minutes
ID_744;Dockyard Road, Mumbai CST Area;North Indian, South Indian, Chinese;200;50;3.4;47;6;65 minutes
ID_3755;Delhi Administration Flats, Timarpur;Continental, Pizza, Italian;250;50;3.9;297;145;45 minutes
ID_4202;Sandhurst Road, Mumbai CST Area;Parsi, Bakery;200;50;4.0;4335;2363;30 minutes
ID_7319;Delhi High Court, India Gate;North Indian, Chinese, Fast Food;600;50;3.9;750;536;30 minutes
ID_5592;Majestic;Beverages;100;50;3.6;11;4;45 minutes
ID_6055;Mumbai Central;Fast Food;100;50;3.8;110;53;30 minutes
ID_5299;D-Block, Sector 63, Noida;Fast Food, Pizza, North Indian, Momos;200;50;4.1;479;247;45 minutes
ID_4237;Sector 1, Noida;North Indian;100;50;3.3;15;1;30 minutes
ID_5908;Sector 14, Noida;North Indian;200;50;2.4;19;11;30 minutes
ID_7532;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Bakery, Desserts, Mithai;200;50;-;-;-;30 minutes
ID_1637;Majestic;Fast Food;150;50;3.8;112;37;45 minutes
ID_3921;D-Block, Sector 63, Noida;Mughlai, North Indian, Kebab, Rolls;350;50;3.6;67;11;30 minutes
ID_8013;Majestic;North Indian, Chinese;350;50;3.6;34;18;30 minutes
ID_7271;Panjetan Colony, Malakpet, Hyderabad;South Indian;50;50;3.1;98;10;30 minutes
ID_7269;Mico Layout, Stage 2, BTM Layout,Bangalore;North Indian;100;50;4.2;236;72;45 minutes
ID_8281;Nathan Road, Mangaldas Road, Pune;Street Food, Fast Food, North Indian;150;50;2.9;8;5;45 minutes
ID_5063;Delhi University-GTB Nagar;Bakery, Desserts, Fast Food;200;50;3.5;32;10;30 minutes
ID_7501;Delhi University-GTB Nagar;North Indian, South Indian;200;50;2.9;4;3;30 minutes
ID_1555;Delhi Administration Flats, Timarpur;North Indian, Continental, Chinese, Juices;100;50;3.4;25;20;30 minutes
ID_2301;Mumbai Central;Pizza, Fast Food;200;0;3.6;277;89;30 minutes
ID_465;Babarpur, New Delhi, Delhi;North Indian;250;50;3.1;5;-;30 minutes
ID_8478;Mumbai Central;Chinese;200;50;3.4;25;17;30 minutes
ID_7301;Sector 14, Noida;North Indian, Chinese, South Indian, Fast Food;200;50;2.6;123;49;45 minutes
ID_4152;FTI College, Law College Road, Pune;Fast Food, Beverages;100;50;NEW;-;-;45 minutes
ID_4850;Sector 3, Marathalli;Arabian, North Indian, Biryani, Chinese, Seafood;350;50;2.9;839;245;45 minutes
ID_7067;Noorkhan Bazaar, Malakpet, Hyderabad;South Indian;100;50;3.5;237;2;45 minutes
ID_4124;Sandhurst Road, Mumbai CST Area;Desserts;100;50;-;-;-;30 minutes
ID_1543;Sector 3, Marathalli;North Indian, Chinese;100;50;3.4;29;23;65 minutes
ID_1153;Delhi Administration Flats, Timarpur;Burger, Fast Food;150;50;3.6;374;87;45 minutes
ID_2292;Sector 1, Noida;Fast Food, Pizza;200;50;3.3;32;3;45 minutes
ID_6000;Nathan Road, Mangaldas Road, Pune;North Indian;100;50;-;-;-;30 minutes
ID_2718;MG Road, Pune;North Indian, Chinese, Seafood;500;99;3.1;46;32;30 minutes
ID_6711;Sector 1, Noida;South Indian, Chinese;100;50;2.9;43;15;30 minutes
ID_4406;Mico Layout, Stage 2, BTM Layout,Bangalore;North Indian, Sandwich, Desserts, Beverages, Continental, Chinese, Biryani, Mughlai;200;50;3.9;59;31;30 minutes
ID_3969;Mumbai Central;Beverages, Desserts, Ice Cream;200;99;3.7;246;83;30 minutes
ID_4393;Sector 14, Noida;Mughlai, North Indian;150;50;3.6;36;12;30 minutes
ID_2172;Delhi High Court, India Gate;North Indian, Mughlai, Chinese;200;50;3.6;87;28;65 minutes
ID_7644;Sector 1, Noida;Chinese, North Indian;250;99;-;-;-;45 minutes
ID_8275;Mico Layout, Stage 2, BTM Layout,Bangalore;South Indian, Chinese;100;50;4.0;62;32;30 minutes
ID_7115;Mico Layout, Stage 2, BTM Layout,Bangalore;South Indian, North Indian, Chinese, Biryani;300;50;4.0;201;54;45 minutes
ID_4793;Dockyard Road, Mumbai CST Area;Sandwich;100;50;3.5;44;4;45 minutes
ID_2034;Tiretti, Kolkata;Biryani, Fast Food;100;50;3.4;15;4;30 minutes
ID_8367;D-Block, Sector 63, Noida;North Indian, Chinese;200;50;3.0;129;42;65 minutes
ID_4997;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;North Indian, Mughlai;200;99;3.2;37;7;65 minutes
ID_3755;Delhi University-GTB Nagar;Continental, Pizza, Italian;250;50;3.9;297;145;45 minutes
ID_6027;MG Road, Pune;Fast Food;150;50;-;-;-;30 minutes
ID_383;Pune University;Fast Food, Healthy Food;250;50;4.7;707;453;30 minutes
ID_5663;Delhi Cantt.;Fast Food, Chinese;100;50;3.7;62;22;30 minutes
ID_7564;FTI College, Law College Road, Pune;Biryani, North Indian;150;50;NEW;-;-;30 minutes
ID_3157;Rmz Centennial, I Gate, Whitefield;North Indian;150;50;-;-;-;30 minutes
ID_1475;Mico Layout, Stage 2, BTM Layout,Bangalore;Cafe, Tea, Street Food;200;50;4.3;534;318;30 minutes
ID_4039;D-Block, Sector 63, Noida;Chinese, Thai;200;99;4.1;258;99;45 minutes
ID_2426;Babarpur, New Delhi, Delhi;Fast Food;100;50;-;-;-;30 minutes
ID_4881;Mico Layout, Stage 2, BTM Layout,Bangalore;Juices;50;50;3.2;5;2;30 minutes
ID_939;Mico Layout, Stage 2, BTM Layout,Bangalore;Biryani, North Indian, Chinese, Andhra, South Indian;300;50;4.3;313;205;30 minutes
ID_5708;Sector 63A,Gurgaon;Pizza, Fast Food;300;50;3.7;530;165;45 minutes
ID_1947;FTI College, Law College Road, Pune;Bar Food, North Indian, Italian, Continental;550;50;4.3;3394;1845;30 minutes
ID_4345;Sandhurst Road, Mumbai CST Area;North Indian, Chinese, Italian, Finger Food, American;800;99;4.4;1102;766;30 minutes
ID_5984;Delhi Cantt.;North Indian;100;50;2.9;37;16;30 minutes
ID_3182;Rmz Centennial, I Gate, Whitefield;Biryani, Mughlai, North Indian, Chinese;200;50;3.1;25;9;30 minutes
ID_4379;Rmz Centennial, I Gate, Whitefield;Fast Food, Biryani, North Indian;200;50;-;-;-;30 minutes
ID_8089;Yerawada, Pune, Maharashtra;North Indian, Chinese, Thai, European, Italian;650;50;3.6;186;114;30 minutes
ID_4120;Yerawada, Pune, Maharashtra;Konkan, Maharashtrian;150;50;3.0;6;3;30 minutes
ID_2083;Chatta Bazaar, Malakpet, Hyderabad;Cafe, Beverages, Fast Food, Desserts;250;50;3.5;158;44;65 minutes
ID_4065;Chandni Chowk, Kolkata;Cafe;100;50;-;-;-;30 minutes
ID_7341;Mico Layout, Stage 2, BTM Layout,Bangalore;Odia, Bengali, Salad, North Indian;100;50;3.8;51;34;30 minutes
ID_911;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Biryani;200;50;NEW;-;-;30 minutes
ID_6086;Delhi Cantt.;South Indian;100;99;3.5;150;15;45 minutes
ID_1796;Delhi High Court, India Gate;Cafe, Beverages, Bakery;200;50;3.7;126;51;30 minutes
ID_7915;Sector 1, Noida;Italian, Pizza, Burger;200;50;3.8;78;44;30 minutes
ID_7295;Noorkhan Bazaar, Malakpet, Hyderabad;Bakery, Desserts, Ice Cream;150;50;3.9;76;22;45 minutes
ID_7969;Sector 1, Noida;North Indian, Chinese;150;50;3.3;16;10;65 minutes
ID_5222;Delhi Administration Flats, Timarpur;North Indian;100;50;NEW;-;-;30 minutes
ID_8023;Delhi Administration Flats, Timarpur;North Indian, Fast Food;200;50;3.7;575;104;45 minutes
ID_8450;MG Road, Pune;Desserts;150;50;4.2;192;110;30 minutes
ID_2407;D-Block, Sector 63, Noida;North Indian, Chinese, Fast Food;200;50;3.5;29;17;30 minutes
ID_5193;MG Road, Pune;Desserts, Beverages;100;50;4.0;157;83;30 minutes
ID_4885;Pune University;Ice Cream, Desserts;200;50;4.0;160;83;30 minutes
ID_4625;Gora Bazar, Rajbari, North Dumdum, Kolkata;Fast Food, North Eastern, Momos;100;50;2.7;6;5;30 minutes
ID_7913;Delhi Cantt.;Pizza;150;50;3.5;4;1;30 minutes
ID_7627;Sector 14, Noida;North Indian, Chinese;300;50;3.3;69;26;30 minutes
ID_969;Sector 14, Noida;Rolls;100;50;3.4;14;8;45 minutes
ID_188;Sector 3, Marathalli;North Indian, Mughlai;150;50;2.8;-;-;30 minutes
ID_4244;Delhi Administration Flats, Timarpur;Tibetan;100;50;4.0;126;53;30 minutes
ID_1862;Delhi High Court, India Gate;North Indian, Chinese;300;50;4.3;1141;478;30 minutes
ID_367;FTI College, Law College Road, Pune;Fast Food;100;99;3.3;12;1;30 minutes
ID_2063;Sector 63A,Gurgaon;North Indian, Fast Food;100;50;2.7;22;4;45 minutes
ID_4518;FTI College, Law College Road, Pune;Fast Food, Sandwich;150;50;4.0;107;32;30 minutes
ID_6699;Raja Bazar, Kolkata;Beverages;100;50;4.1;139;70;30 minutes
ID_4776;Sandhurst Road, Mumbai CST Area;Fast Food;100;50;-;-;-;30 minutes
ID_5461;Sector 1, Noida;Paan;50;50;NEW;-;-;30 minutes
ID_8595;Sector 3, Marathalli;Ice Cream;100;50;-;-;-;30 minutes
ID_444;Sector 14, Noida;North Indian;100;50;3.5;22;13;30 minutes
ID_921;Mico Layout, Stage 2, BTM Layout,Bangalore;Biryani, North Indian;200;50;3.8;58;45;20 minutes
ID_7134;Mico Layout, Stage 2, BTM Layout,Bangalore;Biryani, Kebab;100;50;3.7;14;3;30 minutes
ID_2973;Mico Layout, Stage 2, BTM Layout,Bangalore;Street Food, North Indian, Mithai;200;50;4.1;113;41;30 minutes
ID_18;MG Road, Pune;Pizza, Italian, Beverages;400;50;4.5;366;232;45 minutes
ID_7066;Mico Layout, Stage 2, BTM Layout,Bangalore;Beverages, Desserts, Juices;100;50;4.1;237;95;45 minutes
ID_1079;Rmz Centennial, I Gate, Whitefield;North Indian, Continental, Asian, Pizza;500;50;4.1;643;435;65 minutes
ID_7959;Sector 14, Noida;North Indian;200;99;3.4;37;14;30 minutes
ID_7080;Mico Layout, Stage 2, BTM Layout,Bangalore;Juices, Beverages;50;50;3.4;9;1;30 minutes
ID_6227;D-Block, Sector 63, Noida;Rolls;100;50;NEW;-;-;30 minutes
ID_6788;FTI College, Law College Road, Pune;South Indian;100;50;2.8;6;2;30 minutes
ID_1015;Hyderabad Public School, Begumpet;Continental, Desserts, Beverages, Sandwich;200;50;3.2;19;10;30 minutes
ID_1966;D-Block, Sector 63, Noida;North Indian, Chinese;400;50;3.4;76;40;65 minutes
ID_1848;Delhi High Court, India Gate;Desserts, Ice Cream;200;50;4.0;65;39;30 minutes
ID_4973;Nathan Road, Mangaldas Road, Pune;Salad, European, Steak, Healthy Food, Beverages, Finger Food;550;50;4.2;1319;659;45 minutes
ID_7547;FTI College, Law College Road, Pune;Ice Cream, Paan, Desserts;150;50;3.9;50;26;30 minutes
ID_4674;Delhi Cantt.;North Indian, Chinese;250;50;3.5;179;53;45 minutes
ID_1270;Sector 1, Noida;North Indian, South Indian;150;50;-;-;-;30 minutes
ID_8012;Mico Layout, Stage 2, BTM Layout,Bangalore;Desserts;150;50;3.7;-;-;30 minutes
ID_2880;Delhi Administration Flats, Timarpur;Chinese, Biryani;150;50;-;-;-;30 minutes
ID_1432;Delhi University-GTB Nagar;Cafe, Chinese, Italian;300;99;4.1;803;554;45 minutes
ID_7377;Majestic;Fast Food, Sandwich;100;50;3.8;26;6;45 minutes
ID_8518;D-Block, Sector 63, Noida;Wraps, Fast Food;150;50;-;-;-;30 minutes
ID_4601;Mumbai Central;Lebanese, North Indian, Mediterranean, Biryani, Rolls, Fast Food;200;50;3.6;785;399;45 minutes
ID_1752;Chandni Chowk, Kolkata;Street Food, Desserts;100;50;-;-;-;30 minutes
ID_8657;Delhi Administration Flats, Timarpur;Continental, Italian, North Indian, Chinese;200;50;3.8;286;77;30 minutes
ID_8033;Delhi High Court, India Gate;Continental, North Indian, Mughlai, Chinese, Italian;300;50;4.0;267;165;30 minutes
ID_408;Pune University;Biryani, North Indian, Maharashtrian;150;50;NEW;-;-;30 minutes
ID_1140;Delhi High Court, India Gate;American, Fast Food;200;50;3.8;80;27;30 minutes
ID_1706;Delhi Cantt.;Chinese;150;50;3.1;4;-;30 minutes
ID_6776;Babarpur, New Delhi, Delhi;North Indian, South Indian, Chinese;200;50;3.4;27;10;30 minutes
ID_6003;FTI College, Law College Road, Pune;Fast Food, Beverages;100;50;-;-;-;30 minutes
ID_1016;Tejas Nagar Colony, Wadala West, Mumbai;Fast Food;150;50;-;-;-;30 minutes
ID_8460;Mico Layout, Stage 2, BTM Layout,Bangalore;Mediterranean, European, Continental;400;50;4.3;124;88;30 minutes
ID_2033;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;North Indian, Chinese;200;50;3.4;17;4;45 minutes
ID_5847;Sandhurst Road, Mumbai CST Area;Chinese, Mughlai;250;50;-;-;-;30 minutes
ID_397;Rmz Centennial, I Gate, Whitefield;Andhra, Biryani, Chinese;150;50;NEW;-;-;30 minutes
ID_1353;Sector 1, Noida;Bakery;150;50;3.7;21;20;30 minutes
ID_3451;Sector 14, Noida;Chinese, North Indian;200;50;3.5;110;35;45 minutes
ID_195;Dockyard Road, Mumbai CST Area;Mughlai, North Indian, Chinese, Seafood;150;50;4.0;1210;503;45 minutes
ID_4672;Moulali, Kolkata;Chinese, North Indian;150;50;2.5;17;5;30 minutes
ID_8101;Dockyard Road, Mumbai CST Area;Fast Food, Italian;200;50;3.4;16;4;30 minutes
ID_5925;Sector 3, Marathalli;North Indian, Fast Food;200;50;-;-;-;30 minutes
ID_2083;Musi Nagar, Malakpet, Hyderabad;Cafe, Beverages, Fast Food, Desserts;250;50;3.5;158;44;65 minutes
ID_6296;Babarpur, New Delhi, Delhi;North Indian;150;50;3.4;18;8;30 minutes
ID_6954;Sector 63A,Gurgaon;Chinese;350;50;3.9;81;47;65 minutes
ID_6678;Delhi High Court, India Gate;Lebanese;100;50;-;-;-;30 minutes
ID_3146;Sector 3, Marathalli;Biryani, Chinese, North Indian;150;50;3.3;93;13;65 minutes
ID_1000;Mico Layout, Stage 2, BTM Layout,Bangalore;Bohri, Biryani;250;50;3.7;96;55;30 minutes
ID_7297;Sector 1, Noida;Bakery;150;99;-;-;-;45 minutes
ID_8522;D-Block, Sector 63, Noida;Rolls, North Indian, Chinese;200;50;-;-;-;30 minutes
ID_6738;Chatta Bazaar, Malakpet, Hyderabad;South Indian, Beverages;100;50;3.3;1097;57;45 minutes
ID_5899;Babarpur, New Delhi, Delhi;North Indian;150;50;3.6;16;4;65 minutes
ID_607;FTI College, Law College Road, Pune;Bakery, Fast Food;200;50;3.7;101;44;120 minutes
ID_7223;Sector 14, Noida;Bakery;150;50;3.7;79;12;30 minutes
ID_869;D-Block, Sector 63, Noida;Biryani, Mughlai;200;99;2.9;6;2;30 minutes
ID_3008;MG Road, Pune;Continental, Beverages, Desserts, Fast Food;500;50;4.1;1552;855;30 minutes
ID_2533;Mico Layout, Stage 2, BTM Layout,Bangalore;North Indian, Fast Food;150;50;3.8;154;71;45 minutes
ID_3879;Rmz Centennial, I Gate, Whitefield;North Indian, Bengali, Chinese, Odia;200;50;2.6;19;11;30 minutes
ID_2851;Dockyard Road, Mumbai CST Area;Juices, Beverages;100;50;3.2;9;2;45 minutes
ID_6486;Mico Layout, Stage 2, BTM Layout,Bangalore;Fast Food, Beverages;50;50;-;-;-;30 minutes
ID_1165;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;North Indian, Kebab, Biryani;500;99;4.2;671;301;65 minutes
ID_3372;Musi Nagar, Malakpet, Hyderabad;North Indian;100;50;NEW;-;-;30 minutes
ID_3605;Majestic;Burger;150;50;3.4;40;17;30 minutes
ID_6627;Delhi Administration Flats, Timarpur;Beverages, Fast Food;150;50;NEW;-;-;30 minutes
ID_366;Yerawada, Pune, Maharashtra;Fast Food, Street Food, Beverages;100;50;NEW;-;-;30 minutes
ID_2739;Majestic;Bakery;100;50;-;-;-;30 minutes
ID_203;Delhi High Court, India Gate;North Indian;100;50;3.3;20;11;30 minutes
ID_5893;D-Block, Sector 63, Noida;North Indian, South Indian, Chinese, Desserts;200;50;2.8;11;5;30 minutes
ID_689;Delhi University-GTB Nagar;Pizza, Continental, Fast Food;200;50;3.3;22;10;30 minutes
ID_3492;Delhi University-GTB Nagar;Fast Food, Chinese;150;50;NEW;-;-;30 minutes
ID_5947;Dockyard Road, Mumbai CST Area;Rolls, Lebanese;100;50;3.7;55;25;30 minutes
ID_8492;FTI College, Law College Road, Pune;Cafe, Fast Food, Beverages;200;50;3.7;31;17;30 minutes
ID_2629;Mumbai Central;Fast Food, Pizza;150;50;3.0;73;28;45 minutes
ID_4398;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Biryani, Mughlai, Kebab;100;50;NEW;-;-;30 minutes
ID_1166;Sector 1, Noida;North Indian;300;50;4.7;81;74;45 minutes
ID_4536;Majestic;Beverages, Ice Cream;100;50;-;-;-;30 minutes
ID_5873;Sector 14, Noida;North Indian, Afghan, Lebanese;200;50;3.3;17;4;30 minutes
ID_3644;Delhi University-GTB Nagar;Fast Food, Beverages;200;50;3.3;9;4;30 minutes
ID_6575;Delhi High Court, India Gate;North Indian, Chinese, Mughlai;300;50;3.7;104;47;45 minutes
ID_241;Majestic;Fast Food;150;50;3.5;24;9;30 minutes
ID_2794;Majestic;Beverages, Desserts, Ice Cream;200;50;4.0;53;42;20 minutes
ID_2996;Majestic;South Indian, Chinese;100;50;3.4;9;1;30 minutes
ID_5393;Moulali, Kolkata;South Indian, Continental, Fast Food;300;99;3.9;232;105;65 minutes
ID_8610;MG Road, Pune;North Indian, Asian, Biryani, Chinese;400;50;4.0;648;305;30 minutes
ID_7170;FTI College, Law College Road, Pune;European, Italian, Pizza, Fast Food;200;50;NEW;-;-;30 minutes
ID_1487;Majestic;Fast Food, Tea, Beverages;100;50;4.1;124;48;45 minutes
ID_5241;Babarpur, New Delhi, Delhi;Fast Food, Italian, Chinese, Desserts, Beverages;200;50;3.7;228;94;45 minutes
ID_7014;Nathan Road, Mangaldas Road, Pune;Chinese, North Indian, Maharashtrian;250;50;3.3;47;23;30 minutes
ID_3325;Delhi University-GTB Nagar;Chinese;150;50;3.8;140;36;30 minutes
ID_3541;Dockyard Road, Mumbai CST Area;Desserts, Ice Cream, Beverages;150;50;3.8;100;13;45 minutes
ID_2991;Gora Bazar, Rajbari, North Dumdum, Kolkata;South Indian;100;50;3.7;75;16;30 minutes
ID_5380;Sector 63A,Gurgaon;North Indian, Mithai, Fast Food, South Indian, Chinese;200;50;4.0;1169;336;30 minutes
ID_5817;Delhi Cantt.;Chinese, Momos;150;50;3.9;1450;307;45 minutes
ID_135;Mumbai Central;Ice Cream, Desserts;100;50;-;-;-;30 minutes
ID_988;MG Road, Pune;Chinese, North Indian, Mughlai;350;50;3.9;2768;1369;30 minutes
ID_91;Delhi Cantt.;Momos, Rolls;100;50;3.6;52;11;30 minutes
ID_515;Tiretti, Kolkata;Fast Food;100;50;3.8;61;11;30 minutes
ID_5832;D-Block, Sector 63, Noida;Chinese, South Indian, North Indian;200;50;3.6;92;49;30 minutes
ID_6588;Mumbai Central;Fast Food;100;50;2.8;12;6;30 minutes
ID_7184;Moulali, Kolkata;Fast Food, Healthy Food, Sandwich, Salad;200;50;3.7;132;52;30 minutes
ID_2879;Dockyard Road, Mumbai CST Area;South Indian, North Indian, Fast Food;200;50;3.7;182;107;45 minutes
ID_8450;Tejas Nagar Colony, Wadala West, Mumbai;Cafe, Desserts, Fast Food, Beverages;200;0;4.3;102;76;30 minutes
ID_2977;Noorkhan Bazaar, Malakpet, Hyderabad;South Indian;150;99;4.1;1008;245;45 minutes
ID_1867;Sector 14, Noida;North Indian, Chinese, Mughlai;300;50;3.6;179;95;45 minutes
ID_4581;Delhi High Court, India Gate;North Indian, Chinese, Street Food, Fast Food;150;50;3.2;8;1;30 minutes
ID_8361;Sector 1, Noida;Chinese, Fast Food;200;50;3.4;66;4;30 minutes
ID_5383;Rmz Centennial, I Gate, Whitefield;Biryani, Mughlai, Chinese, Seafood;250;50;-;-;-;30 minutes
ID_5778;MG Road, Pune;South Indian, Fast Food, North Indian;200;50;3.7;68;26;30 minutes
ID_3930;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Mithai, Street Food;100;50;NEW;-;-;45 minutes
ID_4420;Babarpur, New Delhi, Delhi;North Indian, Mughlai;100;50;3.4;14;8;30 minutes
ID_3163;Hyderabad Public School, Begumpet;South Indian, Fast Food, Desserts;150;50;3.8;892;70;45 minutes
ID_4691;Sector 14, Noida;North Indian, Chinese;200;50;NEW;-;-;30 minutes
ID_4625;Moulali, Kolkata;Fast Food, North Eastern, Momos;100;50;-;-;-;30 minutes
ID_7344;Rmz Centennial, I Gate, Whitefield;Mughlai, North Indian, Rolls;200;50;3.9;189;124;45 minutes
ID_7678;FTI College, Law College Road, Pune;Asian, Continental, North Indian;500;50;4.6;1507;1131;30 minutes
ID_694;Sector 3, Marathalli;Ice Cream, Desserts, Beverages;100;50;3.8;60;23;30 minutes
ID_6618;Delhi University-GTB Nagar;Beverages, Fast Food, Ice Cream;200;50;3.7;302;155;45 minutes
ID_3673;FTI College, Law College Road, Pune;Street Food;50;50;3.4;14;-;30 minutes
ID_2937;Mumbai Central;Bakery, Desserts;200;50;3.6;28;11;30 minutes
ID_5633;Dockyard Road, Mumbai CST Area;Pizza, Fast Food;200;99;4.3;110;76;45 minutes
ID_5371;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Mithai, North Indian;200;50;3.3;26;2;30 minutes
ID_7880;Nathan Road, Mangaldas Road, Pune;Cafe, Fast Food;300;50;3.9;95;53;45 minutes
ID_3913;Majestic;Mangalorean;150;50;3.5;10;-;30 minutes
ID_4939;Sandhurst Road, Mumbai CST Area;Fast Food, Italian, Chinese;150;99;3.4;256;90;65 minutes
ID_2682;Sector 1, Noida;North Indian, Chinese;100;50;3.4;15;7;30 minutes
ID_5683;D-Block, Sector 63, Noida;Pizza, Fast Food;100;50;NEW;-;-;30 minutes
ID_3548;FTI College, Law College Road, Pune;Ice Cream, Desserts, Fast Food;150;50;4.2;542;366;30 minutes
ID_2772;Sector 63A,Gurgaon;Chinese, Continental, Italian, Healthy Food, Asian, North Indian, Pizza, Desserts;200;50;3.1;41;25;45 minutes
ID_4468;Delhi Administration Flats, Timarpur;South Indian, Chinese;150;50;3.7;177;30;30 minutes
ID_2872;FTI College, Law College Road, Pune;North Indian, Chinese;200;50;3.3;13;9;30 minutes
ID_4419;Rmz Centennial, I Gate, Whitefield;North Indian, Mughlai, Chinese, Biryani, Rolls;200;50;3.6;894;256;30 minutes
ID_6115;Chatta Bazaar, Malakpet, Hyderabad;Biryani, North Indian, Chinese, Kebab;200;50;4.0;157;17;30 minutes
ID_7302;Yerawada, Pune, Maharashtra;Finger Food, Salad, Continental, Italian, Sandwich;600;50;4.2;1392;739;45 minutes
ID_6249;Majestic;Fast Food, Beverages;150;50;3.1;17;9;30 minutes
ID_566;Nathan Road, Mangaldas Road, Pune;Chinese, Biryani, North Indian;200;50;3.4;29;11;30 minutes
ID_99;Rmz Centennial, I Gate, Whitefield;South Indian, Street Food, Fast Food;100;50;3.8;101;38;30 minutes
ID_4625;Majestic;Fast Food, North Eastern, Momos;100;50;-;-;-;30 minutes
ID_6030;MG Road, Pune;Street Food, Fast Food, Beverages;200;50;3.8;150;64;45 minutes
ID_4276;Delhi High Court, India Gate;North Indian, Mughlai;800;50;4.0;646;351;45 minutes
ID_2976;Delhi Administration Flats, Timarpur;South Indian, North Indian, Chinese;300;50;3.8;323;141;65 minutes
ID_2727;Rmz Centennial, I Gate, Whitefield;Chinese, Thai, Continental;150;99;3.8;56;15;30 minutes
ID_3871;Delhi University-GTB Nagar;North Indian;250;50;3.5;488;169;45 minutes
ID_2286;Delhi Administration Flats, Timarpur;North Indian, Chinese;200;50;4.3;250;121;30 minutes
ID_4627;Pune University;Street Food;100;50;4.0;31;23;30 minutes
ID_2595;Sector 1, Noida;Bakery, Desserts;150;50;3.3;7;1;30 minutes
ID_5708;Delhi Administration Flats, Timarpur;Pizza, Fast Food;400;50;3.8;630;240;30 minutes
ID_5791;D-Block, Sector 63, Noida;Bakery;250;50;-;-;-;65 minutes
ID_6982;Delhi University-GTB Nagar;South Indian;100;50;3.2;11;-;30 minutes
ID_692;Sector 1, Noida;Italian, North Indian, Chinese;800;50;4.1;903;556;45 minutes
ID_7497;Nathan Road, Mangaldas Road, Pune;Maharashtrian;100;0;3.3;12;1;30 minutes
